filepath,label
data/processed/train/C0/Fx10_20230727_riegoD10_C0_2023-07-27_08-02-33_ann273.npy,0
data/processed/train/C0/Fx10_20230719_riegoD3_C0_2023-07-20_07-16-12_ann120.npy,0
data/processed/train/C0/Fx10_20230719_riegoD2_CO_2023-07-19_10-13-53_ann106.npy,0
data/processed/train/C0/Fx10_20230718_riegoD1_C0_2023-07-18_07-40-18_ann36.npy,0
data/processed/train/C0/Fx10_20230727_riegoD10_C0_2023-07-27_08-02-33_ann260.npy,0
data/processed/train/C0/Fx10_20230719_riegoD3_C0_2023-07-20_07-16-12_ann138.npy,0
data/processed/train/C0/Fx10_20230727_riegoD10_C0_2023-07-27_08-02-33_ann272.npy,0
data/processed/train/C0/Fx10_20230725_riegoD8_C0_2023-07-25_08-01-45_ann225.npy,0
data/processed/train/C0/Fx10_20230718_riegoD1_C0_2023-07-18_07-40-18_ann63.npy,0
data/processed/train/C0/Fx10_20230727_riegoD10_C0_2023-07-27_08-02-33_ann271.npy,0
data/processed/train/C0/Fx10_20230717_Riego_C0_2023-07-17_09-02-21_ann11.npy,0
data/processed/train/C0/Fx10_20230724_riegoD7_C0_2023-07-24_08-11-23_ann200.npy,0
data/processed/train/C0/Fx10_20230719_riegoD3_C0_2023-07-20_07-16-12_ann114.npy,0
data/processed/train/C0/Fx10_20230719_riegoD3_C0_2023-07-20_07-16-12_ann127.npy,0
data/processed/train/C0/Fx10_20230721_riegoD4_C0_2023-07-21_07-19-42_ann161.npy,0
data/processed/train/C0/Fx10_20230724_riegoD7_C0_2023-07-24_08-11-23_ann184.npy,0
data/processed/train/C0/Fx10_20230726_riegoD9_C0_2023-07-26_08-16-44_ann250.npy,0
data/processed/train/C0/Fx10_20230719_riegoD3_C0_2023-07-20_07-16-12_ann140.npy,0
data/processed/train/C0/Fx10_20230719_riegoD2_CO_2023-07-19_10-13-53_ann101.npy,0
data/processed/train/C0/Fx10_20230718_riegoD1_C0_2023-07-18_07-40-18_ann32.npy,0
data/processed/train/C0/Fx10_20230719_riegoD3_C0_2023-07-20_07-16-12_ann117.npy,0
data/processed/train/C0/Fx10_20230725_riegoD8_C0_2023-07-25_08-01-45_ann210.npy,0
data/processed/train/C0/Fx10_20230719_riegoD2_CO_2023-07-19_10-13-53_ann74.npy,0
data/processed/train/C0/Fx10_20230719_riegoD3_C0_2023-07-20_07-16-12_ann136.npy,0
data/processed/train/C0/Fx10_20230724_riegoD7_C0_2023-07-24_08-11-23_ann189.npy,0
data/processed/train/C0/Fx10_20230725_riegoD8_C0_2023-07-25_08-01-45_ann212.npy,0
data/processed/train/C0/Fx10_20230717_Riego_C0_2023-07-17_09-02-21_ann22.npy,0
data/processed/train/C0/Fx10_20230717_Riego_C0_2023-07-17_09-02-21_ann18.npy,0
data/processed/train/C0/Fx10_20230718_riegoD1_C0_2023-07-18_07-40-18_ann46.npy,0
data/processed/train/C0/Fx10_20230725_riegoD8_C0_2023-07-25_08-01-45_ann218.npy,0
data/processed/train/C0/Fx10_20230726_riegoD9_C0_2023-07-26_08-16-44_ann235.npy,0
data/processed/train/C0/Fx10_20230718_riegoD1_C0_2023-07-18_07-40-18_ann50.npy,0
data/processed/train/C0/Fx10_20230717_Riego_C0_2023-07-17_09-02-21_ann29.npy,0
data/processed/train/C0/Fx10_20230721_riegoD4_C0_2023-07-21_07-19-42_ann172.npy,0
data/processed/train/C0/Fx10_20230725_riegoD8_C0_2023-07-25_08-01-45_ann221.npy,0
data/processed/train/C0/Fx10_20230725_riegoD8_C0_2023-07-25_08-01-45_ann226.npy,0
data/processed/train/C0/Fx10_20230717_Riego_C0_2023-07-17_09-02-21_ann7.npy,0
data/processed/train/C0/Fx10_20230719_riegoD3_C0_2023-07-20_07-16-12_ann135.npy,0
data/processed/train/C0/Fx10_20230719_riegoD2_CO_2023-07-19_10-13-53_ann103.npy,0
data/processed/train/C0/Fx10_20230717_Riego_C0_2023-07-17_09-02-21_ann19.npy,0
data/processed/train/C0/Fx10_20230721_riegoD4_C0_2023-07-21_07-19-42_ann150.npy,0
data/processed/train/C0/Fx10_20230721_riegoD4_C0_2023-07-21_07-19-42_ann171.npy,0
data/processed/train/C0/Fx10_20230717_Riego_C0_2023-07-17_09-02-21_ann20.npy,0
data/processed/train/C0/Fx10_20230727_riegoD10_C0_2023-07-27_08-02-33_ann262.npy,0
data/processed/train/C0/Fx10_20230718_riegoD1_C0_2023-07-18_07-40-18_ann58.npy,0
data/processed/train/C0/Fx10_20230725_riegoD8_C0_2023-07-25_08-01-45_ann216.npy,0
data/processed/train/C0/Fx10_20230727_riegoD10_C0_2023-07-27_08-02-33_ann259.npy,0
data/processed/train/C0/Fx10_20230719_riegoD2_CO_2023-07-19_10-13-53_ann107.npy,0
data/processed/train/C0/Fx10_20230719_riegoD2_CO_2023-07-19_10-13-53_ann104.npy,0
data/processed/train/C0/Fx10_20230724_riegoD7_C0_2023-07-24_08-11-23_ann182.npy,0
data/processed/train/C0/Fx10_20230718_riegoD1_C0_2023-07-18_07-40-18_ann62.npy,0
data/processed/train/C0/Fx10_20230727_riegoD10_C0_2023-07-27_08-02-33_ann252.npy,0
data/processed/train/C0/Fx10_20230718_riegoD1_C0_2023-07-18_07-40-18_ann65.npy,0
data/processed/train/C0/Fx10_20230724_riegoD7_C0_2023-07-24_08-11-23_ann201.npy,0
data/processed/train/C0/Fx10_20230719_riegoD3_C0_2023-07-20_07-16-12_ann142.npy,0
data/processed/train/C0/Fx10_20230719_riegoD2_CO_2023-07-19_10-13-53_ann75.npy,0
data/processed/train/C0/Fx10_20230718_riegoD1_C0_2023-07-18_07-40-18_ann45.npy,0
data/processed/train/C0/Fx10_20230721_riegoD4_C0_2023-07-21_07-19-42_ann157.npy,0
data/processed/train/C0/Fx10_20230718_riegoD1_C0_2023-07-18_07-40-18_ann59.npy,0
data/processed/train/C0/Fx10_20230718_riegoD1_C0_2023-07-18_07-40-18_ann47.npy,0
data/processed/train/C0/Fx10_20230719_riegoD3_C0_2023-07-20_07-16-12_ann141.npy,0
data/processed/train/C0/Fx10_20230727_riegoD10_C0_2023-07-27_08-02-33_ann266.npy,0
data/processed/train/C0/Fx10_20230719_riegoD3_C0_2023-07-20_07-16-12_ann122.npy,0
data/processed/train/C0/Fx10_20230717_Riego_C0_2023-07-17_09-02-21_ann21.npy,0
data/processed/train/C0/Fx10_20230724_riegoD7_C0_2023-07-24_08-11-23_ann180.npy,0
data/processed/train/C0/Fx10_20230718_riegoD1_C0_2023-07-18_07-40-18_ann66.npy,0
data/processed/train/C0/Fx10_20230719_riegoD2_CO_2023-07-19_10-13-53_ann87.npy,0
data/processed/train/C0/Fx10_20230726_riegoD9_C0_2023-07-26_08-16-44_ann242.npy,0
data/processed/train/C0/Fx10_20230721_riegoD4_C0_2023-07-21_07-19-42_ann166.npy,0
data/processed/train/C0/Fx10_20230719_riegoD2_CO_2023-07-19_10-13-53_ann93.npy,0
data/processed/train/C0/Fx10_20230721_riegoD4_C0_2023-07-21_07-19-42_ann156.npy,0
data/processed/train/C0/Fx10_20230718_riegoD1_C0_2023-07-18_07-40-18_ann60.npy,0
data/processed/train/C0/Fx10_20230724_riegoD7_C0_2023-07-24_08-11-23_ann179.npy,0
data/processed/train/C0/Fx10_20230719_riegoD3_C0_2023-07-20_07-16-12_ann128.npy,0
data/processed/train/C0/Fx10_20230725_riegoD8_C0_2023-07-25_08-01-45_ann205.npy,0
data/processed/train/C0/Fx10_20230727_riegoD10_C0_2023-07-27_08-02-33_ann254.npy,0
data/processed/train/C0/Fx10_20230718_riegoD1_C0_2023-07-18_07-40-18_ann37.npy,0
data/processed/train/C0/Fx10_20230721_riegoD4_C0_2023-07-21_07-19-42_ann148.npy,0
data/processed/train/C0/Fx10_20230717_Riego_C0_2023-07-17_09-02-21_ann17.npy,0
data/processed/train/C0/Fx10_20230717_Riego_C0_2023-07-17_09-02-21_ann3.npy,0
data/processed/train/C0/Fx10_20230725_riegoD8_C0_2023-07-25_08-01-45_ann222.npy,0
data/processed/train/C0/Fx10_20230718_riegoD1_C0_2023-07-18_07-40-18_ann34.npy,0
data/processed/train/C0/Fx10_20230719_riegoD3_C0_2023-07-20_07-16-12_ann129.npy,0
data/processed/train/C0/Fx10_20230721_riegoD4_C0_2023-07-21_07-19-42_ann174.npy,0
data/processed/train/C0/Fx10_20230725_riegoD8_C0_2023-07-25_08-01-45_ann217.npy,0
data/processed/train/C0/Fx10_20230719_riegoD2_CO_2023-07-19_10-13-53_ann98.npy,0
data/processed/train/C0/Fx10_20230719_riegoD3_C0_2023-07-20_07-16-12_ann125.npy,0
data/processed/train/C0/Fx10_20230719_riegoD3_C0_2023-07-20_07-16-12_ann126.npy,0
data/processed/train/C0/Fx10_20230719_riegoD2_CO_2023-07-19_10-13-53_ann92.npy,0
data/processed/train/C0/Fx10_20230721_riegoD4_C0_2023-07-21_07-19-42_ann149.npy,0
data/processed/train/C0/Fx10_20230718_riegoD1_C0_2023-07-18_07-40-18_ann70.npy,0
data/processed/train/C0/Fx10_20230721_riegoD4_C0_2023-07-21_07-19-42_ann145.npy,0
data/processed/train/C0/Fx10_20230725_riegoD8_C0_2023-07-25_08-01-45_ann209.npy,0
data/processed/train/C0/Fx10_20230721_riegoD4_C0_2023-07-21_07-19-42_ann164.npy,0
data/processed/train/C0/Fx10_20230721_riegoD4_C0_2023-07-21_07-19-42_ann160.npy,0
data/processed/train/C0/Fx10_20230718_riegoD1_C0_2023-07-18_07-40-18_ann33.npy,0
data/processed/train/C0/Fx10_20230725_riegoD8_C0_2023-07-25_08-01-45_ann223.npy,0
data/processed/train/C0/Fx10_20230718_riegoD1_C0_2023-07-18_07-40-18_ann69.npy,0
data/processed/train/C0/Fx10_20230727_riegoD10_C0_2023-07-27_08-02-33_ann269.npy,0
data/processed/train/C0/Fx10_20230717_Riego_C0_2023-07-17_09-02-21_ann23.npy,0
data/processed/train/C0/Fx10_20230726_riegoD9_C0_2023-07-26_08-16-44_ann247.npy,0
data/processed/train/C0/Fx10_20230719_riegoD2_CO_2023-07-19_10-13-53_ann76.npy,0
data/processed/train/C0/Fx10_20230726_riegoD9_C0_2023-07-26_08-16-44_ann232.npy,0
data/processed/train/C0/Fx10_20230724_riegoD7_C0_2023-07-24_08-11-23_ann197.npy,0
data/processed/train/C0/Fx10_20230726_riegoD9_C0_2023-07-26_08-16-44_ann230.npy,0
data/processed/train/C0/Fx10_20230724_riegoD7_C0_2023-07-24_08-11-23_ann178.npy,0
data/processed/train/C0/Fx10_20230719_riegoD3_C0_2023-07-20_07-16-12_ann119.npy,0
data/processed/train/C0/Fx10_20230726_riegoD9_C0_2023-07-26_08-16-44_ann238.npy,0
data/processed/train/C0/Fx10_20230717_Riego_C0_2023-07-17_09-02-21_ann26.npy,0
data/processed/train/C0/Fx10_20230719_riegoD2_CO_2023-07-19_10-13-53_ann96.npy,0
data/processed/train/C0/Fx10_20230717_Riego_C0_2023-07-17_09-02-21_ann5.npy,0
data/processed/train/C0/Fx10_20230721_riegoD4_C0_2023-07-21_07-19-42_ann146.npy,0
data/processed/train/C0/Fx10_20230721_riegoD4_C0_2023-07-21_07-19-42_ann169.npy,0
data/processed/train/C0/Fx10_20230718_riegoD1_C0_2023-07-18_07-40-18_ann41.npy,0
data/processed/train/C0/Fx10_20230718_riegoD1_C0_2023-07-18_07-40-18_ann67.npy,0
data/processed/train/C0/Fx10_20230717_Riego_C0_2023-07-17_09-02-21_ann13.npy,0
data/processed/train/C0/Fx10_20230717_Riego_C0_2023-07-17_09-02-21_ann6.npy,0
data/processed/train/C0/Fx10_20230717_Riego_C0_2023-07-17_09-02-21_ann0.npy,0
data/processed/train/C0/Fx10_20230718_riegoD1_C0_2023-07-18_07-40-18_ann38.npy,0
data/processed/train/C0/Fx10_20230719_riegoD3_C0_2023-07-20_07-16-12_ann108.npy,0
data/processed/train/C0/Fx10_20230719_riegoD2_CO_2023-07-19_10-13-53_ann85.npy,0
data/processed/train/C0/Fx10_20230719_riegoD3_C0_2023-07-20_07-16-12_ann109.npy,0
data/processed/train/C0/Fx10_20230726_riegoD9_C0_2023-07-26_08-16-44_ann229.npy,0
data/processed/train/C0/Fx10_20230721_riegoD4_C0_2023-07-21_07-19-42_ann152.npy,0
data/processed/train/C0/Fx10_20230724_riegoD7_C0_2023-07-24_08-11-23_ann199.npy,0
data/processed/train/C0/Fx10_20230717_Riego_C0_2023-07-17_09-02-21_ann2.npy,0
data/processed/train/C0/Fx10_20230727_riegoD10_C0_2023-07-27_08-02-33_ann265.npy,0
data/processed/train/C0/Fx10_20230724_riegoD7_C0_2023-07-24_08-11-23_ann183.npy,0
data/processed/train/C0/Fx10_20230724_riegoD7_C0_2023-07-24_08-11-23_ann195.npy,0
data/processed/train/C0/Fx10_20230726_riegoD9_C0_2023-07-26_08-16-44_ann234.npy,0
data/processed/train/C0/Fx10_20230726_riegoD9_C0_2023-07-26_08-16-44_ann236.npy,0
data/processed/train/C0/Fx10_20230719_riegoD3_C0_2023-07-20_07-16-12_ann133.npy,0
data/processed/train/C0/Fx10_20230726_riegoD9_C0_2023-07-26_08-16-44_ann244.npy,0
data/processed/train/C0/Fx10_20230717_Riego_C0_2023-07-17_09-02-21_ann25.npy,0
data/processed/train/C0/Fx10_20230724_riegoD7_C0_2023-07-24_08-11-23_ann187.npy,0
data/processed/train/C0/Fx10_20230727_riegoD10_C0_2023-07-27_08-02-33_ann256.npy,0
data/processed/train/C0/Fx10_20230718_riegoD1_C0_2023-07-18_07-40-18_ann44.npy,0
data/processed/train/C0/Fx10_20230726_riegoD9_C0_2023-07-26_08-16-44_ann228.npy,0
data/processed/train/C0/Fx10_20230725_riegoD8_C0_2023-07-25_08-01-45_ann227.npy,0
data/processed/train/C0/Fx10_20230719_riegoD2_CO_2023-07-19_10-13-53_ann84.npy,0
data/processed/train/C0/Fx10_20230721_riegoD4_C0_2023-07-21_07-19-42_ann159.npy,0
data/processed/train/C0/Fx10_20230719_riegoD2_CO_2023-07-19_10-13-53_ann95.npy,0
data/processed/train/C0/Fx10_20230719_riegoD3_C0_2023-07-20_07-16-12_ann131.npy,0
data/processed/train/C0/Fx10_20230726_riegoD9_C0_2023-07-26_08-16-44_ann231.npy,0
data/processed/train/C0/Fx10_20230719_riegoD2_CO_2023-07-19_10-13-53_ann102.npy,0
data/processed/train/C0/Fx10_20230719_riegoD3_C0_2023-07-20_07-16-12_ann123.npy,0
data/processed/train/C0/Fx10_20230717_Riego_C0_2023-07-17_09-02-21_ann12.npy,0
data/processed/train/C0/Fx10_20230719_riegoD3_C0_2023-07-20_07-16-12_ann143.npy,0
data/processed/train/C0/Fx10_20230719_riegoD2_CO_2023-07-19_10-13-53_ann100.npy,0
data/processed/train/C0/Fx10_20230727_riegoD10_C0_2023-07-27_08-02-33_ann263.npy,0
data/processed/train/C0/Fx10_20230724_riegoD7_C0_2023-07-24_08-11-23_ann186.npy,0
data/processed/train/C0/Fx10_20230726_riegoD9_C0_2023-07-26_08-16-44_ann240.npy,0
data/processed/train/C0/Fx10_20230717_Riego_C0_2023-07-17_09-02-21_ann15.npy,0
data/processed/train/C0/Fx10_20230721_riegoD4_C0_2023-07-21_07-19-42_ann151.npy,0
data/processed/train/C0/Fx10_20230724_riegoD7_C0_2023-07-24_08-11-23_ann188.npy,0
data/processed/train/C0/Fx10_20230727_riegoD10_C0_2023-07-27_08-02-33_ann255.npy,0
data/processed/train/C0/Fx10_20230717_Riego_C0_2023-07-17_09-02-21_ann1.npy,0
data/processed/train/C0/Fx10_20230725_riegoD8_C0_2023-07-25_08-01-45_ann215.npy,0
data/processed/train/C0/Fx10_20230719_riegoD3_C0_2023-07-20_07-16-12_ann113.npy,0
data/processed/train/C0/Fx10_20230717_Riego_C0_2023-07-17_09-02-21_ann27.npy,0
data/processed/train/C0/Fx10_20230719_riegoD3_C0_2023-07-20_07-16-12_ann134.npy,0
data/processed/train/C0/Fx10_20230717_Riego_C0_2023-07-17_09-02-21_ann31.npy,0
data/processed/train/C0/Fx10_20230721_riegoD4_C0_2023-07-21_07-19-42_ann144.npy,0
data/processed/train/C0/Fx10_20230727_riegoD10_C0_2023-07-27_08-02-33_ann258.npy,0
data/processed/train/C0/Fx10_20230721_riegoD4_C0_2023-07-21_07-19-42_ann165.npy,0
data/processed/train/C0/Fx10_20230725_riegoD8_C0_2023-07-25_08-01-45_ann220.npy,0
data/processed/train/C0/Fx10_20230726_riegoD9_C0_2023-07-26_08-16-44_ann243.npy,0
data/processed/train/C0/Fx10_20230719_riegoD2_CO_2023-07-19_10-13-53_ann78.npy,0
data/processed/train/C0/Fx10_20230727_riegoD10_C0_2023-07-27_08-02-33_ann264.npy,0
data/processed/train/C0/Fx10_20230726_riegoD9_C0_2023-07-26_08-16-44_ann249.npy,0
data/processed/train/C0/Fx10_20230718_riegoD1_C0_2023-07-18_07-40-18_ann40.npy,0
data/processed/train/C0/Fx10_20230727_riegoD10_C0_2023-07-27_08-02-33_ann274.npy,0
data/processed/train/C0/Fx10_20230727_riegoD10_C0_2023-07-27_08-02-33_ann275.npy,0
data/processed/train/C0/Fx10_20230717_Riego_C0_2023-07-17_09-02-21_ann28.npy,0
data/processed/train/C0/Fx10_20230726_riegoD9_C0_2023-07-26_08-16-44_ann245.npy,0
data/processed/train/C0/Fx10_20230721_riegoD4_C0_2023-07-21_07-19-42_ann153.npy,0
data/processed/train/C0/Fx10_20230719_riegoD2_CO_2023-07-19_10-13-53_ann97.npy,0
data/processed/train/C0/Fx10_20230719_riegoD2_CO_2023-07-19_10-13-53_ann79.npy,0
data/processed/train/C0/Fx10_20230719_riegoD2_CO_2023-07-19_10-13-53_ann94.npy,0
data/processed/train/C0/Fx10_20230719_riegoD3_C0_2023-07-20_07-16-12_ann124.npy,0
data/processed/train/C0/Fx10_20230719_riegoD2_CO_2023-07-19_10-13-53_ann73.npy,0
data/processed/train/C0/Fx10_20230725_riegoD8_C0_2023-07-25_08-01-45_ann206.npy,0
data/processed/train/C0/Fx10_20230727_riegoD10_C0_2023-07-27_08-02-33_ann268.npy,0
data/processed/train/C0/Fx10_20230718_riegoD1_C0_2023-07-18_07-40-18_ann49.npy,0
data/processed/train/C0/Fx10_20230724_riegoD7_C0_2023-07-24_08-11-23_ann203.npy,0
data/processed/train/C0/Fx10_20230719_riegoD2_CO_2023-07-19_10-13-53_ann86.npy,0
data/processed/train/C0/Fx10_20230725_riegoD8_C0_2023-07-25_08-01-45_ann214.npy,0
data/processed/train/C0/Fx10_20230724_riegoD7_C0_2023-07-24_08-11-23_ann192.npy,0
data/processed/train/C0/Fx10_20230721_riegoD4_C0_2023-07-21_07-19-42_ann162.npy,0
data/processed/train/C0/Fx10_20230725_riegoD8_C0_2023-07-25_08-01-45_ann207.npy,0
data/processed/train/C0/Fx10_20230719_riegoD2_CO_2023-07-19_10-13-53_ann90.npy,0
data/processed/train/C0/Fx10_20230719_riegoD3_C0_2023-07-20_07-16-12_ann137.npy,0
data/processed/train/C0/Fx10_20230719_riegoD3_C0_2023-07-20_07-16-12_ann110.npy,0
data/processed/train/C0/Fx10_20230724_riegoD7_C0_2023-07-24_08-11-23_ann190.npy,0
data/processed/train/C0/Fx10_20230724_riegoD7_C0_2023-07-24_08-11-23_ann181.npy,0
data/processed/train/C0/Fx10_20230719_riegoD2_CO_2023-07-19_10-13-53_ann89.npy,0
data/processed/train/C0/Fx10_20230719_riegoD3_C0_2023-07-20_07-16-12_ann121.npy,0
data/processed/train/C1/Fx10_20230727_riegoD10_C1_2023-07-27_08-09-11_ann272.npy,1
data/processed/train/C1/Fx10_20230718_riegoD1_C1_2023-07-18_07-52-13_ann70.npy,1
data/processed/train/C1/Fx10_20230719_riegoD2_C1_2023-07-19_10-26-23_ann87.npy,1
data/processed/train/C1/Fx10_20230726_riegoD9_C1_2023-07-26_08-21-04_ann253.npy,1
data/processed/train/C1/Fx10_20230717_Riego_C1_2023-07-17_09-06-46_ann29.npy,1
data/processed/train/C1/Fx10_20230717_Riego_C1_2023-07-17_09-06-46_ann27.npy,1
data/processed/train/C1/Fx10_20230717_Riego_C1_2023-07-17_09-06-46_ann26.npy,1
data/processed/train/C1/Fx10_20230719_riegoD3_C1_2023-07-20_07-22-32_ann131.npy,1
data/processed/train/C1/Fx10_20230724_riegoD7_C1_2023-07-24_08-16-06_ann197.npy,1
data/processed/train/C1/Fx10_20230719_riegoD2_C1_2023-07-19_10-26-23_ann98.npy,1
data/processed/train/C1/Fx10_20230718_riegoD1_C1_2023-07-18_07-52-13_ann45.npy,1
data/processed/train/C1/Fx10_20230717_Riego_C1_2023-07-17_09-06-46_ann15.npy,1
data/processed/train/C1/Fx10_20230726_riegoD9_C1_2023-07-26_08-21-04_ann246.npy,1
data/processed/train/C1/Fx10_20230724_riegoD7_C1_2023-07-24_08-16-06_ann203.npy,1
data/processed/train/C1/Fx10_20230719_riegoD3_C1_2023-07-20_07-22-32_ann143.npy,1
data/processed/train/C1/Fx10_20230721_riegoD4_C1_2023-07-21_07-24-18_ann158.npy,1
data/processed/train/C1/Fx10_20230725_riegoD8_C1_2023-07-25_08-06-13_ann223.npy,1
data/processed/train/C1/Fx10_20230721_riegoD4_C1_2023-07-21_07-24-18_ann166.npy,1
data/processed/train/C1/Fx10_20230717_Riego_C1_2023-07-17_09-06-46_ann33.npy,1
data/processed/train/C1/Fx10_20230718_riegoD1_C1_2023-07-18_07-52-13_ann66.npy,1
data/processed/train/C1/Fx10_20230719_riegoD2_C1_2023-07-19_10-26-23_ann104.npy,1
data/processed/train/C1/Fx10_20230727_riegoD10_C1_2023-07-27_08-09-11_ann266.npy,1
data/processed/train/C1/Fx10_20230721_riegoD4_C1_2023-07-21_07-24-18_ann160.npy,1
data/processed/train/C1/Fx10_20230717_Riego_C1_2023-07-17_09-06-46_ann3.npy,1
data/processed/train/C1/Fx10_20230724_riegoD7_C1_2023-07-24_08-16-06_ann191.npy,1
data/processed/train/C1/Fx10_20230721_riegoD4_C1_2023-07-21_07-24-18_ann155.npy,1
data/processed/train/C1/Fx10_20230717_Riego_C1_2023-07-17_09-06-46_ann8.npy,1
data/processed/train/C1/Fx10_20230727_riegoD10_C1_2023-07-27_08-09-11_ann278.npy,1
data/processed/train/C1/Fx10_20230725_riegoD8_C1_2023-07-25_08-06-13_ann228.npy,1
data/processed/train/C1/Fx10_20230719_riegoD3_C1_2023-07-20_07-22-32_ann122.npy,1
data/processed/train/C1/Fx10_20230719_riegoD3_C1_2023-07-20_07-22-32_ann134.npy,1
data/processed/train/C1/Fx10_20230719_riegoD3_C1_2023-07-20_07-22-32_ann132.npy,1
data/processed/train/C1/Fx10_20230724_riegoD7_C1_2023-07-24_08-16-06_ann199.npy,1
data/processed/train/C1/Fx10_20230725_riegoD8_C1_2023-07-25_08-06-13_ann213.npy,1
data/processed/train/C1/Fx10_20230719_riegoD3_C1_2023-07-20_07-22-32_ann120.npy,1
data/processed/train/C1/Fx10_20230721_riegoD4_C1_2023-07-21_07-24-18_ann159.npy,1
data/processed/train/C1/Fx10_20230719_riegoD3_C1_2023-07-20_07-22-32_ann117.npy,1
data/processed/train/C1/Fx10_20230717_Riego_C1_2023-07-17_09-06-46_ann12.npy,1
data/processed/train/C1/Fx10_20230719_riegoD2_C1_2023-07-19_10-26-23_ann76.npy,1
data/processed/train/C1/Fx10_20230724_riegoD7_C1_2023-07-24_08-16-06_ann207.npy,1
data/processed/train/C1/Fx10_20230719_riegoD3_C1_2023-07-20_07-22-32_ann145.npy,1
data/processed/train/C1/Fx10_20230727_riegoD10_C1_2023-07-27_08-09-11_ann275.npy,1
data/processed/train/C1/Fx10_20230718_riegoD1_C1_2023-07-18_07-52-13_ann68.npy,1
data/processed/train/C1/Fx10_20230719_riegoD3_C1_2023-07-20_07-22-32_ann138.npy,1
data/processed/train/C1/Fx10_20230727_riegoD10_C1_2023-07-27_08-09-11_ann270.npy,1
data/processed/train/C1/Fx10_20230721_riegoD4_C1_2023-07-21_07-24-18_ann149.npy,1
data/processed/train/C1/Fx10_20230725_riegoD8_C1_2023-07-25_08-06-13_ann222.npy,1
data/processed/train/C1/Fx10_20230719_riegoD3_C1_2023-07-20_07-22-32_ann119.npy,1
data/processed/train/C1/Fx10_20230719_riegoD3_C1_2023-07-20_07-22-32_ann133.npy,1
data/processed/train/C1/Fx10_20230719_riegoD2_C1_2023-07-19_10-26-23_ann85.npy,1
data/processed/train/C1/Fx10_20230719_riegoD3_C1_2023-07-20_07-22-32_ann147.npy,1
data/processed/train/C1/Fx10_20230719_riegoD2_C1_2023-07-19_10-26-23_ann105.npy,1
data/processed/train/C1/Fx10_20230725_riegoD8_C1_2023-07-25_08-06-13_ann224.npy,1
data/processed/train/C1/Fx10_20230718_riegoD1_C1_2023-07-18_07-52-13_ann48.npy,1
data/processed/train/C1/Fx10_20230727_riegoD10_C1_2023-07-27_08-09-11_ann268.npy,1
data/processed/train/C1/Fx10_20230718_riegoD1_C1_2023-07-18_07-52-13_ann40.npy,1
data/processed/train/C1/Fx10_20230718_riegoD1_C1_2023-07-18_07-52-13_ann55.npy,1
data/processed/train/C1/Fx10_20230718_riegoD1_C1_2023-07-18_07-52-13_ann60.npy,1
data/processed/train/C1/Fx10_20230725_riegoD8_C1_2023-07-25_08-06-13_ann215.npy,1
data/processed/train/C1/Fx10_20230719_riegoD2_C1_2023-07-19_10-26-23_ann111.npy,1
data/processed/train/C1/Fx10_20230717_Riego_C1_2023-07-17_09-06-46_ann34.npy,1
